date,from_account_id,to_account_id,amount,transaction_id,transaction_type
12/18/2024,,0.0.801,+0.00003461,0.0.902-1734559480-998113552,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035711,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.01100190,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,,0.0.6,+0.00001280,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.01127735,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003443,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003443,0.0.902-1734559488-814687264,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00036292,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.04319940,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,,0.0.7,+0.00001314,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.04347924,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003497,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003497,0.0.902-1734559507-540941623,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035906,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.02333430,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,,0.0.6,+0.00001291,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.02361123,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003461,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003461,0.0.902-1734560965-146907211,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035711,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.01100190,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,,0.0.8,+0.00001280,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.01127735,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003443,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003443,0.0.902-1734560973-802039284,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00036292,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.04319940,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,,0.0.3,+0.00001314,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.04347924,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003497,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003497,0.0.902-1734560980-528963739,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035906,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.02333430,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,,0.0.6,+0.00001291,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.02361123,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003461,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003461,0.0.902-1734561043-923616834,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035711,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.01100190,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,,0.0.4,+0.00001280,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.01127735,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003443,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003443,0.0.902-1734561063-456684878,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035906,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.02333430,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,,0.0.9,+0.00001291,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.02361123,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003461,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003461,0.0.902-1734561634-210937659,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00035711,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.01100190,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,,0.0.9,+0.00001280,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.01127735,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003443,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003443,0.0.902-1734561641-671789485,ETHEREUMTRANSACTION
12/18/2024,0.0.902,,-0.00036292,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/18/2024,0.0.5171756,,-0.04319940,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/18/2024,,0.0.3,+0.00001314,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/18/2024,,0.0.98,+0.04347924,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/18/2024,,0.0.800,+0.00003497,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/18/2024,,0.0.801,+0.00003497,0.0.902-1734561656-615692904,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00034934,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04379310,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00001235,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04406271,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003369,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003369,0.0.902-1734563914-901695744,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00055071,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03116760,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00002419,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03158882,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005265,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005265,0.0.902-1734563925-174048893,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00049484,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02678220,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002091,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02716135,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004739,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004739,0.0.902-1734563930-339123648,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00057343,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03306570,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,,0.0.6,+0.00002553,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03350402,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005479,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005479,0.0.902-1734563938-433544838,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00054726,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03749388,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002378,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03791268,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005234,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005234,0.0.902-1734570280-531109757,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00043442,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02239781,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00001715,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02273164,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004172,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004172,0.0.902-1734570288-533699735,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00060162,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04177932,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002698,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04223904,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005746,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005746,0.0.902-1734570293-872617919,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00035811,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04524915,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,,0.0.4,+0.00001266,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04552552,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003454,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003454,0.0.902-1734570411-321343106,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00060162,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04177932,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,,0.0.6,+0.00002698,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04223904,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005746,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005746,0.0.902-1734570420-233076402,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00054726,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03749388,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,,0.0.9,+0.00002378,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03791268,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005234,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005234,0.0.902-1734570428-261669146,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00043442,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02239781,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00001715,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02273164,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004172,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004172,0.0.902-1734570441-232529582,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00035811,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04524915,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00001266,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04552552,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003454,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003454,0.0.902-1734570611-692982450,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00060162,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04177932,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00002698,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04223904,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005746,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005746,0.0.902-1734570618-977692310,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00054726,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03749388,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00002378,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03791268,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005234,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005234,0.0.902-1734570622-617096700,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00043442,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02239781,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00001715,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02273164,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004172,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004172,0.0.902-1734570630-265867826,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00058034,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.06167605,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002573,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.06211974,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005546,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005546,0.0.902-1734570641-393941942,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00035811,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04524915,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,,0.0.9,+0.00001266,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04552552,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003454,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003454,0.0.902-1734570935-669886242,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00060162,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04177932,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002698,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04223904,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005746,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005746,0.0.902-1734570951-679304391,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00054726,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03749388,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002378,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03791268,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005234,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005234,0.0.902-1734570960-617392909,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00043447,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02239781,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,,0.0.4,+0.00001715,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02273167,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004173,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004173,0.0.902-1734570978-205678225,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00058040,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.06167605,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00002573,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.06211980,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005546,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005546,0.0.902-1734570983-468936601,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00037361,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02457277,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,,0.0.3,+0.00001357,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02486081,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003600,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003600,0.0.902-1734571474-490029954,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00034082,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04232985,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00001205,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04259288,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003287,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003287,0.0.902-1734600205-446450503,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00057254,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03908388,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,,0.0.9,+0.00002568,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03952138,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005468,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005468,0.0.902-1734600214-678145774,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00052082,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03507492,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,,0.0.9,+0.00002264,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03547348,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004981,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004981,0.0.902-1734600224-971541675,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00034082,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04232985,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,,0.0.9,+0.00001205,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04259288,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003287,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003287,0.0.902-1734600561-038581611,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00057254,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03908388,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002568,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03952138,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005468,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005468,0.0.902-1734600566-571899751,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00052082,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03507492,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00002264,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03547348,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004981,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004981,0.0.902-1734600584-325147556,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00041343,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.02095279,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,,0.0.4,+0.00001632,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.02127048,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003971,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003971,0.0.902-1734600594-290010762,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00034082,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04232985,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,,0.0.8,+0.00001205,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04259288,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003287,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003287,0.0.902-1734602088-545726839,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00057254,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03908388,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00002568,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03952138,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005468,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005468,0.0.902-1734602097-996039755,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00052082,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03507492,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00002264,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03547348,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00004981,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00004981,0.0.902-1734602105-011301893,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00034082,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.06238654,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,,0.0.7,+0.00001205,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.06264957,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003287,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003287,0.0.902-1734602116-868089572,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00033023,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.04087020,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,,0.0.6,+0.00001167,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.04112506,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00003185,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00003185,0.0.902-1734611605-572478695,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00055477,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,0.0.5171756,,-0.03773616,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,,0.0.4,+0.00002488,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,,0.0.98,+0.03816009,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,,0.0.800,+0.00005298,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,,0.0.801,+0.00005298,0.0.902-1734611621-450269135,ETHEREUMTRANSACTION
12/19/2024,0.0.902,,-0.00050464,0.0.902-1734611628-116491905,ETHEREUMTRANSACTION
